X,Y
71.99791666666667,-66.27800925925926
71.99375,-66.27847222222222
71.98958333333334,-66.27864583333334
71.98541666666665,-66.27916666666667
71.98124999999999,-66.27946428571428
71.97708333333333,-66.28005952380953
71.97291666666666,-66.28020833333333
71.96875,-66.28065476190477
71.96458333333334,-66.28072916666667
71.96041666666667,-66.28125
71.96041666666667,-66.28125
71.95624999999998,-66.28184523809524
71.95208333333332,-66.28244047619047
71.94791666666666,-66.28303571428572
71.94375,-66.28363095238095
71.93958333333333,-66.28402777777778
71.93541666666667,-66.28472222222223
71.93125,-66.28482142857143
71.92708333333334,-66.28541666666666
71.92708333333334,-66.28541666666666
71.92291666666665,-66.28601190476189
71.91874999999999,-66.28660714285714
71.91458333333333,-66.28720238095238
71.91041666666666,-66.28779761904761
71.90625,-66.28888888888889
71.90208333333334,-66.28958333333333
71.90208333333334,-66.28958333333333
71.89791666666667,-66.29077380952381
71.89374999999998,-66.29136904761904
71.88958333333332,-66.29196428571429
71.88541666666666,-66.29255952380953
71.88125,-66.29315476190477
71.87708333333333,-66.29375
71.87708333333333,-66.29375
71.87291666666667,-66.29444444444445
71.86875,-66.29553571428572
71.86458333333334,-66.29613095238095
71.86041666666665,-66.29672619047619
71.85624999999999,-66.29732142857144
71.85208333333333,-66.29791666666667
71.85208333333333,-66.29791666666667
71.84791666666666,-66.2984375
71.84375,-66.29895833333333
71.83958333333334,-66.29930555555555
71.83541666666667,-66.29947916666666
71.83124999999998,-66.3
71.82708333333332,-66.30052083333334
71.82291666666666,-66.30052083333334
71.81875,-66.30104166666666
71.81458333333333,-66.30104166666666
71.81041666666667,-66.3015625
71.80625,-66.3015625
71.80208333333334,-66.30208333333333
71.80208333333334,-66.30208333333333
71.79791666666665,-66.30208333333333
71.79374999999999,-66.30254629629628
71.78958333333333,-66.30260416666667
71.78541666666666,-66.30260416666667
71.78125,-66.30260416666667
71.77708333333334,-66.303125
71.77291666666667,-66.303125
71.76874999999998,-66.30347222222223
71.76458333333332,-66.30347222222223
71.76041666666666,-66.30375
71.75625,-66.30393518518518
71.75208333333333,-66.30393518518518
71.74791666666667,-66.30416666666667
71.74375,-66.30439814814815
71.73958333333334,-66.30439814814815
71.73541666666665,-66.30486111111111
71.73124999999999,-66.30486111111111
71.72708333333333,-66.30486111111111
71.72291666666666,-66.30520833333334
71.71875,-66.30532407407408
71.71458333333334,-66.30572916666668
71.71041666666667,-66.30578703703704
71.70624999999998,-66.30578703703704
71.70208333333332,-66.30625
71.70208333333332,-66.30625
71.69791666666666,-66.30625
71.69375,-66.30625
71.68958333333333,-66.30671296296296
71.68541666666667,-66.30677083333335
71.68125,-66.30717592592593
71.67708333333334,-66.30763888888889
71.67291666666665,-66.30763888888889
71.66874999999999,-66.30810185185186
71.66458333333333,-66.30833333333334
71.66041666666666,-66.30885416666668
71.65625,-66.30902777777779
71.65208333333334,-66.30949074074074
71.64791666666667,-66.3099537037037
71.64374999999998,-66.31041666666667
71.64374999999998,-66.31041666666667
71.63958333333332,-66.31083333333333
71.63541666666666,-66.31125
71.63125,-66.3113425925926
71.62708333333333,-66.31180555555557
71.62291666666667,-66.31226851851852
71.61875,-66.31273148148148
71.61458333333334,-66.31319444444445
71.61041666666665,-66.3140625
71.60624999999999,-66.31458333333333
71.60624999999999,-66.31458333333333
71.60208333333333,-66.31504629629629
71.59791666666666,-66.31550925925926
71.59375,-66.31597222222221
71.58958333333334,-66.31666666666666
71.58541666666667,-66.31736111111111
71.58124999999998,-66.31782407407407
71.57708333333332,-66.31828703703702
71.57499999999999,-66.31875
71.57291666666666,-66.31921296296295
71.56875,-66.31967592592592
71.56458333333333,-66.32060185185185
71.56041666666667,-66.3210648148148
71.55625,-66.32199074074074
71.55208333333334,-66.3224537037037
71.55,-66.32291666666667
71.54791666666665,-66.32337962962963
71.54374999999999,-66.32430555555555
71.53958333333333,-66.32523148148148
71.53541666666666,-66.32569444444445
71.53125,-66.32662037037036
71.52916666666667,-66.32708333333333
71.52708333333334,-66.32760416666666
71.52291666666667,-66.32864583333333
71.51874999999998,-66.3296875
71.51458333333332,-66.33072916666666
71.51249999999999,-66.33125
71.51041666666666,-66.33171296296297
71.50625,-66.3326388888889
71.50208333333333,-66.33356481481482
71.49791666666667,-66.33449074074075
71.49375,-66.33541666666667
71.49375,-66.33541666666667
71.48958333333334,-66.33680555555556
71.48541666666665,-66.33773148148148
71.48124999999999,-66.33906250000001
71.47916666666666,-66.33958333333334
71.47708333333333,-66.34004629629631
71.47291666666666,-66.34097222222223
71.46875,-66.34236111111112
71.46458333333334,-66.34328703703704
